151340	40540
151340	40540
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
10442	271108
1224	107806
1224	107806
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
1239	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
2	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28889	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
1239	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
131567	224325
1239	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
33154	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
1239	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
2763	224325
28890	224325
1239	224325
28890	224325
28890	224325
28890	224325
1239	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
1224	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
1117	224325
28890	224325
1239	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
33090	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
1224	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
1224	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
1239	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
201174	224325
28890	224325
1224	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
28890	224325
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
1224	272843
